id,sf_participant,region,gender,age,edu,status,hh_mem,agri_long,irriga,loan,Non-Farm Act,other_inc,agri Org_mem,Year,crop1,land_crop1_in,price_crop1_in,Tot_Yield_crop1,Avg_Prod_Crop1,ProductivityCrop1_Ch,Land_Proportion_Crop1,Weight_ProduCrop1_Ch,crop2,land_crop2,price_crop2,Tot_Yield_crop2,Avg_Prod_Crop2,ProductivityCrop2_Ch,Land_Proportion_Crop2,Weight_ProduCrop2_Ch,crop3,round_crop3,land_crop3,Tot_Yield_crop3,price_crop3,Avg_Prod_Crop3,ProductivityCrop3_Ch,Land_Proportion_Crop3,Weight_ProduCrop3_Ch,Produtivity_Ch(All),Ave_ProdRisk,Ave_InputRisk,Ave_MktRisk,Ave_InfRisk,Ave_FinRisk,Overview_Risk,gov_support,29.agri_learning_chan,31.agri_tech_adapt,31.1Adapt_tech_prod,31.2farm_manag,31.3agri_entrep,31.4val_added,Avg_ProdManage,Avg_InputManage,Avg_Tech,Avg_Ana&Plan,Avg_Mkting,Avg_Network,All_Skill,Ch_ProdManage,Ch_InputManage,Ch_Tech,Ch_Ana&Plan,Ch_Mkting,Ch_Network,Ch_Skill
177,1,2,1,58,3,2,6,17,0,1,1,200000,1,1,8,1,105,2500,2500,-0.17,1,-0.17,,,,,,,0,0,,,,,,,,0,0,-0.17,1.5,1.666666667,1.333333333,1.5,1.5,1.5,1,5,,,,,,4.8,4.67,3.75,4.6,4,5,4.47,0.8,0.666666667,-1,0.6,0,0.5,0.261111111
177,1,2,1,58,3,2,6,17,0,1,1,200000,1,0,8,1,110,3000,3000,4.63,1,4.63,,,,,,,0,0,,,,,,,,0,0,,1.5,1.666666667,1.333333333,1.5,1.5,1.5,1,5,,,,,,4,4,4.75,4,4,4.5,4.21,-0.4,0,0.25,-0.2,-0.333333333,0.25,-0.072222222
178,1,2,1,50,5,2,4,20,1,0,1,160000,0,1,1,15,15,8000,533.33,0.11,1,0.11,,,,,,,0,0,,,,,,,,0,0,0.111111111,1.75,1.333333333,1.666666667,1.5,1.5,1.55,2,5,,,,,,4.4,4,4.5,4.2,4.33,4.25,4.28,0.4,0.33,1,0.8,1,0.5,0.67
178,1,2,1,50,5,2,4,20,1,0,1,160000,0,0,1,15,13,7200,480,1.4,1,1.4,,,,,,,0,0,,,,,,,,0,0,1.4,1.75,1.333333333,1.666666667,1.5,1.5,1.55,2,5,,,,,,4,3.67,3.5,3.4,3.33,3.75,3.61,1.2,0,1,0,0,0.25,0.408333333
181,0,1,1,51,3,2,4,6,0,0,1,400000,0,1,1,6,9,1200,200,-0.23,1,-0.23,,,,,,,0,0,,,,,,,,0,0,-0.228571429,2.75,2,3,2.5,2.5,2.55,4,3,1,1,1,1,0,2.8,3.67,2.5,3.4,3.33,3.5,3.2,-0.2,0,0,0.2,0,0.25,0.04
181,0,1,1,51,3,2,4,6,0,0,1,400000,0,0,1,6,9,1555.555556,259.26,-0.71,1,-0.71,,,,,,,0,0,,,,,,,,0,0,,2.75,2,3,2.5,2.5,2.55,4,3,1,1,1,1,0,3,3.67,2.5,3.2,3.33,3.25,3.16,-1.2,0.333333333,-1.25,-0.4,0.666666667,-0.5,-0.391666667
185,1,1,1,37,5,1,3,10,0,0,1,200000,0,1,1,150,9.6,135000,900,0.13,1,0.13,,,,,,,0,0,,,,,,,,0,0,0.125,2.5,3,2.666666667,3.5,3.5,3.033333333,2,5,,,,,,4.2,3.33,3.75,3.6,2.67,3.75,3.55,0.6,0.333333333,0.25,0.4,0,0,0.263888889
185,1,1,1,37,5,1,3,10,0,0,1,200000,0,0,1,150,9.6,120000,800,-0.67,1,-0.67,,,,,,,0,0,,,,,,,,0,0,,2.5,3,2.666666667,3.5,3.5,3.033333333,2,5,,,,,,3.6,3,3.5,3.2,2.67,3.75,3.29,-1.2,-2,-0.75,-1.2,-2,-1,-1.358333333
206,1,2,1,53,5,2,3,32,0,1,1,60000,1,1,8,2,105,4800,2400,0.71,0.4,0.29,7,3,80,1000,333.3333333,-0.166666667,0.6,-0.1,,,,,,,,0,0,0.09,4,3.333333333,3.333333333,3.5,4,3.633333333,3,1,1,1,1,1,1,4.8,5,4.25,4.4,4.67,4.75,4.64,0.4,0.33,-0.25,0,0.33,-0.25,0.09
206,1,2,1,53,5,2,3,32,0,1,1,60000,1,0,8,2,100,2800,1400,0.75,0.4,0.3,7,3,75,1200,400,,0.6,0,,,,,,,,0,0,,4,3.333333333,3.333333333,3.5,4,3.633333333,3,1,1,1,1,1,1,4.4,4.67,4.5,4.4,4.33,5,4.55,0.2,1.333333333,0.75,0.2,0.666666667,1.25,0.733333333
208,0,6,0,62,1,2,4,10,0,0,1,250000,1,1,1,17,10,13600,800,0.14,1,0.14,,,,,,,0,0,,,,,,,,0,0,0.142857143,3.25,3.333333333,3,2.5,3.5,3.116666667,3,2,1,1,1,1,0,4.2,3.33,3.75,4.2,3.67,3.75,3.82,0.2,0.333333333,1,0,0,0,0.255555556
208,0,6,0,62,1,2,4,10,0,0,1,250000,1,0,1,17,10,11900,700,0.75,1,0.75,,,,,,,0,0,,,,,,,,0,0,,3.25,3.333333333,3,2.5,3.5,3.116666667,3,2,1,1,1,1,0,4,3,2.75,4.2,3.67,3.75,3.56,-0.4,-1.666666667,-2,0,0,0,-0.677777778
308,1,5,1,55,4,2,4,8,0,0,1,60000,0,1,1,10,15,4000,400,-0.11,1,-0.11,,,,,,,0,0,,,,,,,,0,0,-0.111111111,4,4,4.333333333,3.5,4.5,4.066666667,4,5,,,,,,4.4,4.67,4.75,4.2,3.67,3.75,4.24,0.4,0.666666667,0.75,0,-0.666666667,0.25,0.233333333
308,1,5,1,55,4,2,4,8,0,0,1,60000,0,0,1,10,13,4500,450,-0.33,1,-0.33,,,,,,,0,0,,,,,,,,0,0,,4,4,4.333333333,3.5,4.5,4.066666667,4,5,,,,,,4,4,4,4.2,4.33,3.5,4.01,-0.6,-0.333333333,-0.75,-0.6,0.333333333,-1.5,-0.575
316,1,5,1,47,5,1,3,6,1,0,1,70000,0,1,1,6,14,4000,666.67,-0.11,1,-0.11,,,,,,,0,0,,,,,,,,0,0,-0.111111111,4,4,4,4.5,3.5,4,4,1,1,1,1,1,1,4.6,4.33,4.75,4.8,4,5,4.58,0.4,0.333333333,1,1.2,-0.333333333,1.5,0.683333333
316,1,5,1,47,5,1,3,6,1,0,1,70000,0,0,1,6,15,4500,750,0.8,1,0.8,,,,,,,0,0,,,,,,,,0,0,,4,4,4,4.5,3.5,4,4,1,1,1,1,1,1,4.2,4,3.75,3.6,4.33,3.5,3.9,0,-0.333333333,-0.25,0.2,0.666666667,-0.75,-0.077777778
317,1,1,1,56,5,1,3,8,1,0,1,80000,0,1,1,18,15,7500,416.67,0.07,1,0.07,,,,,,,0,0,,,,,,,,0,0,0.071428571,4,4,4.333333333,4.5,3.5,4.066666667,3,5,,,,,,4.2,4.33,4,3.4,3.67,4.25,3.98,-0.4,0.33,0.5,0,0,0.75,0.2
317,1,1,1,56,5,1,3,8,1,0,1,80000,0,0,1,18,15,7000,388.89,-0.38,1,-0.38,,,,,,,0,0,,,,,,,,0,0,,4,4,4.333333333,4.5,3.5,4.066666667,3,5,,,,,,4.6,4,3.5,3.4,3.67,3.5,3.78,0.6,-0.333333333,-0.25,-0.2,-0.666666667,-1.5,-0.391666667
321,1,6,1,41,3,2,5,15,1,0,0,0,0,1,1,16,13,10000,625,-0.17,1,-0.17,,,,,,,0,0,,,,,,,,0,0,-0.166666667,2,3.333333333,1.666666667,2.5,3.5,2.6,2,5,,,,,,4,4.33,3.75,3.6,4.33,5,4.17,0.6,1,0.75,0.6,1.666666667,3,1.269444444
321,1,6,1,41,3,2,5,15,1,0,0,0,0,0,1,16,15,12000,750,1.11,1,1.11,,,,,,,0,0,,,,,,,,0,0,,2,3.333333333,1.666666667,2.5,3.5,2.6,2,5,,,,,,3.4,3.33,3,3,2.67,2,2.9,3.4,-0.466666667,-0.333333333,-0.25,-1.133333333,-1.333333333,-0.603333333
325,1,6,1,51,4,2,4,20,0,0,0,0,1,1,2,30,50,10680,356,-0.03,1,-0.03,,,,,,,0,0,,,,,,,,0,0,-0.029090909,1.25,2.333333333,2,1.5,3.5,2.116666667,1,5,,,,,,,3.8,3.33,3.25,3.8,3.33,3.5,-3.8,0.466666667,-0.166666667,0.65,0.8,0.083333333,0.256111111
325,1,6,1,51,4,2,4,20,0,0,0,0,1,0,2,30,53,11000,366.67,-0.36,1,-0.36,,,,,,,0,0,,,,,,,,0,0,,1.25,2.333333333,2,1.5,3.5,2.116666667,1,5,,,,,,3.8,3.33,3.5,2.6,3,3.25,3.25,-0.8,-0.333333333,-0.5,-0.8,-0.666666667,-0.5,-0.6
329,1,1,1,46,4,2,5,15,1,0,0,0,1,1,1,26,15,15000,576.92,-0.04,1,-0.04,,,,,,,0,0,,,,,,,,0,0,-0.038461538,1.25,2,1.333333333,1.5,3.5,1.916666667,1,1,1,0,1,1,0,4.6,3.67,4,3.4,3.67,3.75,3.85,0.6,-0.333333333,0.5,-0.4,-0.33,0,0.01
329,1,1,1,46,4,2,5,15,1,0,0,0,1,0,1,26,13,15600,600,-0.2,1,-0.2,,,,,,,0,0,,,,,,,,0,0,,1.25,2,1.333333333,1.5,3.5,1.916666667,1,1,1,0,1,1,0,4,4,3.5,3.8,4,3.75,3.84,-0.2,0,0.25,-0.4,-0.333333333,-0.25,-0.155555556
330,1,1,1,53,5,1,3,5,1,0,1,50000,0,1,1,4,15,3000,750,0.11,1,0.11,,,,,,,0,0,,,,,,,,0,0,0.111111111,3.75,3.666666667,4,4.5,4,3.983333333,3,5,,,,,,4.2,4,3.25,4.2,4.33,4,4,0.6,0.67,-0.25,0.8,0.67,-0.25,0.37
330,1,1,1,53,5,1,3,5,1,0,1,50000,0,0,1,4,13,2700,675,336.5,1,336.5,,,,,,,0,0,,,,,,,,0,0,,3.75,3.666666667,4,4.5,4,3.983333333,3,5,,,,,,3.6,3.33,3.5,3.4,3.67,4.25,3.63,-0.8,-0.333333333,-0.75,-0.4,-0.333333333,0,-0.436111111
343,0,5,1,53,5,2,4,22,0,0,0,0,1,1,9,10,1000,20,2,0.11,1,0.11,,,,,,,0,0,,,,,,,,0,0,0.111111111,1.5,2.333333333,1.666666667,1.5,3,2,1,5,,,,,,4.4,3.67,4.25,3.8,4,4.25,4.06,1.4,0.67,1.25,0.8,0,1.25,0.89
343,0,5,1,53,5,2,4,22,0,0,0,0,1,0,9,10,1300,18,1.8,-0.99,1,-0.99,,,,,,,0,0,,,,,,,,0,0,,1.5,2.333333333,1.666666667,1.5,3,2,1,5,,,,,,3,3,3,3,4,3,3.17,0.4,-0.666666667,-1.5,0,3,2,0.538888889
401,0,6,1,76,1,1,6,40,1,0,0,0,0,1,7,10,21.5,1375,137.5,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,2.333333333,1,3.5,1,1.766666667,5,2,1,1,1,1,1,2.6,3.67,4.5,3,1,1,2.63,0,1.333333333,0,0,0,-1,0.055555556
401,0,6,1,76,1,1,6,40,1,0,0,0,0,0,7,10,21.5,1375,137.5,-0.73,1,-0.73,,,,,,,0,0,,,,,,,,0,0,,1,2.333333333,1,3.5,1,1.766666667,5,2,1,1,1,1,1,2.6,2.33,4.5,3,1,2,2.57,-0.2,-1.333333333,0,1.2,0,0.25,-0.013888889
402,0,6,1,58,2,2,2,20,0,1,0,0,1,1,7,20,120,10000,500,1,1,1,,,,,,,0,0,,,,,,,,0,0,1,2,1.333333333,2.333333333,2.5,3,2.233333333,3,5,,,,,,2.8,3.67,4.5,1.8,1,1.75,2.59,0,0,0,0,0,0,0
402,0,6,1,58,2,2,2,20,0,1,0,0,1,0,7,20,160,5000,250,-0.92,1,-0.92,,,,,,,0,0,,,,,,,,0,0,,2,1.333333333,2.333333333,2.5,3,2.233333333,3,5,,,,,,2.8,3.67,4.5,1.8,1,1.75,2.59,-2.2,-0.333333333,-0.5,-1.2,-3,-3.25,-1.747222222
405,0,6,1,65,3,2,4,30,1,1,1,.,1,1,2,15,5,48000,3200,0,0.83,0,8,3,35,54000,18000,0,0.166666667,0,,,,,,,,0,0,0,2.25,2.333333333,1,4,2.5,2.416666667,3,5,,,,,,5,4,5,3,4,5,4.33,0,0,0,0,1,0,0.166666667
405,0,6,1,65,3,2,4,30,1,1,1,.,1,0,2,15,9,48000,3200,#DIV/0!,0.83,#DIV/0!,8,3,20,54000,18000,14,0.166666667,2.333333333,,,,,,,,0,0,,2.25,2.333333333,1,4,2.5,2.416666667,3,5,,,,,,5,4,5,3,3,5,4.17,0,1,1.25,0,0,3,0.875
406,0,6,1,66,5,2,4,35,1,1,1,.,1,1,2,10,0,0,0,0,0.25,0,1,30,9,36000,1200,0,0.75,0,,,,,,,,0,0,0,2,1.666666667,1,1.5,4,2.033333333,5,5,,,,,,5,3,3.75,3,3,2,3.29,0,0,0,0,0,0,0
406,0,6,1,66,5,2,4,35,1,1,1,.,1,0,2,10,0,0,0,-1,0.25,-0.25,1,30,7,36000,1200,,0.75,0,,,,,,,,0,0,,2,1.666666667,1,1.5,4,2.033333333,5,5,,,,,,5,3,3.75,3,3,2,3.29,0,-1,0.25,-0.4,-0.666666667,-3,-0.802777778
407,0,6,1,64,5,2,3,13,0,0,0,0,1,1,7,10,5,9600,960,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,2.666666667,2,1.5,2.5,2.083333333,4,2,1,1,1,1,1,5,4,3.5,3.4,3.67,5,4.09,0,1.333333333,0.5,0,0,0,0.305555556
407,0,6,1,64,5,2,3,13,0,0,0,0,1,0,7,10,5,9600,960,-0.47,1,-0.47,,,,,,,0,0,,,,,,,,0,0,,1.75,2.666666667,2,1.5,2.5,2.083333333,4,2,1,1,1,1,1,5,2.67,3,3.4,3.67,5,3.79,0,-0.333333333,0,1.2,2.666666667,4,1.255555556
408,1,6,0,34,3,2,5,18,0,0,0,0,0,1,2,10,23,18000,1800,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,1.666666667,1,3,4,2.233333333,1,2,1,0,0,0,1,5,3,3,2.2,1,1,2.53,1,0,0,0.2,0,0,0.2
408,1,6,0,34,3,2,5,18,0,0,0,0,0,0,2,10,20,18000,1800,4.4,1,4.4,,,,,,,0,0,,,,,,,,0,0,,1.5,1.666666667,1,3,4,2.233333333,1,2,1,0,0,0,1,4,3,3,2,1,1,2.33,-1,0,0.5,-0.2,-2,-2,-0.783333333
410,0,6,1,53,2,2,4,46,1,1,1,50000,1,1,7,1.8,35,600,333.33,0.5,0.06,0.03,2,6,6,15000,2500,0,0.215827338,0,2,1,20,360,20,18,0,0.71942446,0,0.032374101,1,1,1,3,2.5,,3,5,,,,,,5,3,2.5,2.2,3,3,3.12,0,0,0,0,0,0,0
410,0,6,1,53,2,2,4,46,1,1,1,50000,1,0,7,1.8,35,400,222.22,0.85,0.06,0.06,2,6,6,15000,2500,1.5,0.215827338,0.323741007,2,1,20,360,20,18,-0.965,0.71942446,-0.694244604,,1,1,1,3,2.5,1.7,3,5,,,,,,5,3,2.5,2.2,3,3,3.12,0,-2,-1.75,-0.8,-0.333333333,-1,-0.980555556
411,0,6,1,59,3,4,6,30,0,1,1,144000,1,1,7,5,60,600,120,-0.7,0.05,-0.04,2,20,5,20000,1000,0,0.210526316,0,2,1,70,36000,22,514.2857143,0,0.736842105,0,-0.036842105,1.5,1,1,1,2.5,,1,2,1,1,1,1,1,5,5,4.25,3,3.33,4,4.1,0,0,0,0,0,0,0
411,0,6,1,59,3,4,6,30,0,1,1,144000,1,0,7,5,30,2000,400,-0.75,0.05,-0.04,2,20,6,20000,1000,-0.861111111,0.210526316,-0.18128655,2,1,70,36000,22,514.2857143,,0.736842105,0,,1.5,1,1,1,2.5,1.4,1,2,1,1,1,1,1,5,5,4.25,3,3.33,4,4.1,0,0.333333333,0,-1.6,0,-1,-0.377777778
412,1,6,1,61,5,2,4,12,0,0,1,360000,1,1,7,40,30,64000,1600,0,0.4,0,2,60,6,432000,7200,0,0.6,0,,,,,,,,0,0,0,2,1,1.666666667,1,2,1.533333333,1,5,,,,,,5,4.67,4.25,4.6,3.33,5,4.48,0,0,0,0,0,0,0
412,1,6,1,61,5,2,4,12,0,0,1,360000,1,0,7,40,25,64000,1600,7,0.4,2.8,2,60,6,432000,7200,,0.6,0,,,,,,,,0,0,,2,1,1.666666667,1,2,1.533333333,1,5,,,,,,5,4.67,4.25,4.6,3.33,5,4.48,0,0.666666667,0.75,2,1.333333333,3,1.291666667
413,0,6,0,55,1,2,2,32,0,0,0,0,1,1,7,6,20,1200,200,-0.14,1,-0.14,,,,,,,0,0,,,,,,,,0,0,-0.142857143,3.5,2.333333333,1.666666667,2,2,2.3,3,5,,,,,,5,4,3.5,2.6,2,2,3.18,0,0,0,0,0,0,0
413,0,6,0,55,1,2,2,32,0,0,0,0,1,0,9,6,20,1400,233.33,-0.97,1,-0.97,,,,,,,0,0,,,,,,,,0,0,,3.5,2.333333333,1.666666667,2,2,2.3,3,5,,,,,,5,4,3.5,2.6,2,2,3.18,0,-1,-1.5,-2.4,-3,-3,-1.816666667
414,1,6,0,38,6,2,4,9,0,1,1,480000,1,1,8,0.5,90,3780,7560,0,0.14,0,7,3,40,1000,333.3333333,0,0.857142857,0,,,,,,,,0,0,0,1,1.666666667,1.666666667,1,3,1.666666667,2,2,1,1,1,1,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0
414,1,6,0,38,6,2,4,9,0,1,1,480000,1,0,8,0.5,90,3780,7560,74.6,0.14,10.66,7,3,40,1000,333.3333333,,0.857142857,0,,,,,,,,0,0,,1,1.666666667,1.666666667,1,3,1.666666667,2,2,1,1,1,1,1,5,5,5,5,5,5,5,0,0.666666667,0,0,0,0,0.111111111
415,1,6,1,43,6,2,4,3,0,0,1,2000000,1,1,7,10,50,1000,100,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1.666666667,1,1,2,1.333333333,1,1,1,1,1,1,0,5,4.33,5,5,5,5,4.89,0,0,0,0,0,0,0
415,1,6,1,43,6,2,4,3,0,0,1,2000000,1,0,7,10,50,1000,100,-0.75,1,-0.75,,,,,,,0,0,,,,,,,,0,0,,1,1.666666667,1,1,2,1.333333333,1,1,1,1,1,1,0,5,4.33,5,5,5,5,4.89,0.4,-0.666666667,0.75,3.2,4,4,1.947222222
417,1,6,0,45,4,1,2,5,0,0,1,.,1,1,1,2.5,18,1000,400,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,2,1,1.2,1,4,1,1,1,0,0,4.6,5,4.25,1.8,1,1,2.94,0,0,0.25,0,0,0,0.041666667
417,1,6,0,45,4,1,2,5,0,0,1,.,1,0,1,2.5,18,1000,400,-0.6,1,-0.6,,,,,,,0,0,,,,,,,,0,0,,1,1,1,2,1,1.2,1,4,1,1,1,0,0,4.6,5,4,1.8,1,1,2.9,1.6,1,-1,-3.2,-3.333333333,-3.5,-1.405555556
418,1,6,0,25,5,1,5,3,0,0,1,180000,1,1,8,10,200,10000,1000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2,1,1.666666667,1,2,1.533333333,1,1,1,1,1,0,1,3,4,5,5,4.33,4.5,4.31,1,1,0,0,0,-0.5,0.25
418,1,6,0,25,5,1,5,3,0,0,1,180000,1,0,8,10,200,10000,1000,6.69,1,6.69,,,,,,,0,0,,,,,,,,0,0,,2,1,1.666666667,1,2,1.533333333,1,1,1,1,1,0,1,2,3,5,5,4.33,5,4.06,-2,-2,0.75,0.2,-0.666666667,0,-0.619444444
419,1,6,0,36,5,1,7,10,1,0,1,240000,1,1,7,10,90,1300,130,0,1,0,8,0.045,120,3600,80000,0,0.004479841,0,,,,,,,,0,0,0,1,1,1,1,5,1.8,1,1,1,1,1,1,1,4,5,4.25,4.8,5,5,4.68,0,0,0,0,0,0,0
419,1,6,0,36,5,1,7,10,1,0,1,240000,1,0,7,10,90,1300,130,-0.48,1,-0.48,8,0.045,120,3600,80000,,0.004479841,0,,,,,,,,0,0,,1,1,1,1,5,1.8,1,1,1,1,1,1,1,4,5,4.25,4.8,5,5,4.68,-1,0,-0.75,-0.2,1.666666667,0.25,-0.005555556
420,1,6,0,62,5,2,3,31,1,1,0,0,1,1,7,12,75,3000,250,0.2,1,0.2,,,,,,,0,0,,,,,,,,0,0,0.2,1.5,1,1,2,1,1.3,1,2,1,1,1,1,1,5,5,5,5,3.33,4.75,4.68,0,0,0.25,0,0.333333333,0.25,0.138888889
420,1,6,0,62,5,2,3,31,1,1,0,0,1,0,7,12,75,2500,208.33,-0.83,1,-0.83,,,,,,,0,0,,,,,,,,0,0,,1.5,1,1,2,1,1.3,1,2,1,1,1,1,1,5,5,4.75,5,3,4.5,4.54,1,0.666666667,0.5,0.4,0,-0.5,0.344444444
421,1,6,0,47,5,1,6,15,0,1,0,0,1,1,8,1,250,1250,1250,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4.33,4.25,4.6,3,5,4.2,0,0,0,0.2,0,0,0.033333333
421,1,6,0,47,5,1,6,15,0,1,0,0,1,0,8,1,250,1250,1250,-0.48,1,-0.48,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4.33,4.25,4.4,3,5,4.16,1,1.666666667,-0.25,1.2,0.333333333,0,0.658333333
422,1,6,1,36,5,2,3,7,0,1,1,300000,1,1,2,10,5,24000,2400,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2.25,1.666666667,1,1,3,1.783333333,3,5,,,,,,3,2.67,4.5,3.2,2.67,5,3.51,0,0,0,0,0,0,0
422,1,6,1,36,5,2,3,7,0,1,1,300000,1,0,2,10,5,24000,2400,,1,0,,,,,,,0,0,,,,,,,,0,0,,2.25,1.666666667,1,1,3,1.783333333,3,5,,,,,,3,2.67,4.5,3.2,2.67,5,3.51,-1,-1.666666667,-0.5,-1,-2,0.25,-0.986111111
423,1,6,1,39,3,2,2,10,0,1,1,480000,1,1,2,21,0,0,0,,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,1.666666667,2.333333333,1,3.5,2,1,5,,,,,,4,4.33,5,4.2,4.67,4.75,4.49,0,0,0,0,0,0,0
423,1,6,1,39,3,2,2,10,0,1,1,480000,1,0,2,21,0,0,0,-1,1,-1,,,,,,,0,0,,,,,,,,0,0,,1.5,1.666666667,2.333333333,1,3.5,2,1,5,,,,,,4,4.33,5,4.2,4.67,4.75,4.49,0,0.333333333,0.5,0.8,2,1.25,0.813888889
424,1,6,1,29,4,1,2,11,1,0,1,150000,1,1,7,5,3,3000,600,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,1.666666667,1.333333333,1,2,1.55,4,2,1,1,1,1,1,4,4,4.5,3.4,2.67,3.5,3.68,1,0.666666667,0.5,0.4,0,0.25,0.469444444
424,1,6,1,29,4,1,2,11,1,0,1,150000,1,0,7,5,3,3000,600,0.4,1,0.4,,,,,,,0,0,,,,,,,,0,0,,1.75,1.666666667,1.333333333,1,2,1.55,4,2,1,1,1,1,1,3,3.33,4,3,2.67,3.25,3.21,-1,-0.666666667,-0.5,-2,-1.666666667,-1.75,-1.263888889
425,1,6,0,42,5,2,5,12,0,1,0,0,1,1,7,70,35,30000,428.57,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,2.333333333,1,1,1,1.266666667,1,2,1,1,1,1,1,4,4,4.5,5,4.33,5,4.47,0,0,0,0,0,0,0
425,1,6,0,42,5,2,5,12,0,1,0,0,1,0,7,70,35,30000,428.57,1.24,1,1.24,,,,,,,0,0,,,,,,,,0,0,,1,2.333333333,1,1,1,1.266666667,1,2,1,1,1,1,1,4,4,4.5,5,4.33,5,4.47,-0.8,-0.333333333,-0.5,0.4,-0.333333333,2,0.072222222
500,0,6,0,51,4,2,4,20,0,0,1,480000,1,1,2,73,6.5,13950,191.1,0.12,1,0.12,,,,,,,0,0,,,,,,,,0,0,0.116,1,1,1,1,1,1,1,5,,,,,,4.8,4.33,5,4.6,4.67,3,4.4,0.2,0,0,0,0,0,0.033333333
500,0,6,0,51,4,2,4,20,0,0,1,480000,1,0,2,73,6.5,12500,171.23,0.14,1,0.14,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,4.6,4.33,5,4.6,4.67,3,4.37,0.6,0.333333333,0,0.6,1.333333333,-1,0.311111111
501,1,3,0,42,4,2,3,3,0,0,1,120000,1,1,7,4,500,600,150,0.2,1,0.2,,,,,,,0,0,,,,,,,,0,0,0.2,2.5,3.666666667,1.333333333,2,3,2.5,1,5,,,,,,4,4,5,4,3.33,4,4.06,0.6,0.666666667,0,0.8,0,0,0.344444444
501,1,3,0,42,4,2,3,3,0,0,1,120000,1,0,7,4,750,500,125,-0.35,1,-0.35,,,,,,,0,0,,,,,,,,0,0,,2.5,3.666666667,1.333333333,2,3,2.5,1,5,,,,,,3.4,3.33,5,3.2,3.33,4,3.71,-1.4,-1,0,-1.4,-1.333333333,1,-0.688888889
502,0,6,1,54,4,2,4,20,0,0,1,480000,1,1,2,73,6.5,13950,191.1,0.12,1,0.12,,,,,,,0,0,,,,,,,,0,0,0.116,1,1,1,1,1,1,1,5,,,,,,4.8,4.33,5,4.6,4.67,3,4.4,0.2,0,0,0,0,0,0.033333333
502,0,6,1,54,4,2,4,20,0,0,1,480000,1,0,2,73,6.5,12500,171.23,3.89,1,3.89,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,4.6,4.33,5,4.6,4.67,3,4.37,1.4,1.333333333,4,2.6,2.333333333,2,2.277777778
503,0,6,0,74,1,2,2,30,0,0,0,0,0,1,7,10,15,350,35,-0.13,1,-0.13,,,,,,,0,0,,,,,,,,0,0,-0.125,1.75,1.333333333,1.5,2.5,2,1.816666667,1,5,,,,,,3.2,3,1,2,2.33,1,2.09,0,0,0,0,0,0,0
503,0,6,0,74,1,2,2,30,0,0,0,0,0,0,7,10,20,400,40,-0.94,1,-0.94,,,,,,,0,0,,,,,,,,0,0,,1.75,1.333333333,1.5,2.5,2,1.816666667,1,5,,,,,,3.2,3,1,2,2.33,1,2.09,-0.6,-0.333333333,-0.5,-0.4,0.666666667,0,-0.194444444
504,0,6,0,61,4,2,5,30,0,0,1,600000,0,1,2,15,53,10500,700,0,0.54,0,7,13,30,500,38.46153846,-0.583333333,0.464285714,-0.270833333,,,,,,,,0,0,-0.135416667,1.75,2.333333333,3,2,1,2.016666667,1,5,,,,,,3.8,3.33,1.5,2.4,1.67,1,2.28,0,0,0,0,0,0,0
504,0,6,0,61,4,2,5,30,0,0,1,600000,0,0,2,15,60,10500,700,-0.53,0.54,-0.29,7,13,40,1200,92.30769231,,0.464285714,0,,,,,,,,0,0,,1.75,2.333333333,3,2,1,2.016666667,1,5,,,,,,3.8,3.33,1.5,2.4,1.67,1,2.28,-1.2,-0.666666667,-3.5,-2.6,-3.333333333,-4,-2.55
505,1,3,1,44,5,1,3,6,0,0,1,480000,1,1,1,40,20,60000,1500,0.2,1,0.2,,,,,,,0,0,,,,,,,,0,0,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,4.83,0,0,0,0,0,0,0
505,1,3,1,44,5,1,3,6,0,0,1,480000,1,0,1,40,17,50000,1250,-0.38,1,-0.38,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,4.83,0,-1,1,0.8,0,0,0.133333333
